epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.43474,2.04405,3.85322,1.69071,0.64151,0.50273,0.52821,0.22274,1.71044,3.92832,1.36312,0.0001375,0.0001375,0.0001375
